Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NJ
08753,NJ,7.75,,08/01/2012,,
08527,NJ,4.41,,09/18/2012,,
08721,NJ,6.58,,06/25/2012,,
08753,NJ,4.655,,08/21/2012,,
08724,NJ,7.92,,07/19/2012,,
08757,NJ,5.28,,08/16/2012,,
08759,NJ,7.92,,08/01/2012,,
08330,NJ,10.464,,12/13/2012,,
08807,NJ,6.72,,09/13/2012,,
08873,NJ,9.25,,08/10/2012,,
08757,NJ,6.105,,09/12/2012,,
07731,NJ,13.2,,10/17/2012,,
08721,NJ,11.045,,07/10/2012,,
08318,NJ,18.33,,09/26/2012,,
08759,NJ,7.44,,07/19/2012,,
08721,NJ,5.7,,10/16/2012,,
08050,NJ,6.48,,06/19/2012,,
08050,NJ,11.76,,08/16/2012,,
08753,NJ,7.755,,06/28/2012,,
08731,NJ,5.76,,07/10/2012,,
08731,NJ,4.7,,06/19/2012,,
08619,NJ,9.0,,11/19/2012,,
07849,NJ,5.145,,10/10/2012,,
08753,NJ,7.755,,10/22/2012,,
07849,NJ,6.37,,10/02/2012,,
07042,NJ,3.38,,12/10/2012,,
08817,NJ,11.0,,11/09/2012,,
08757,NJ,10.5,,07/27/2012,,
08731,NJ,8.25,,07/03/2012,,
08759,NJ,18.0,,08/20/2012,,
08560,NJ,51.75,,12/14/2012,,
08560,NJ,16.0,,12/14/2012,,
08722,NJ,8.5,,06/26/2012,,
08807,NJ,7.35,,12/14/2012,,
08873,NJ,9.69,,12/06/2012,,
08753,NJ,8.75,,07/31/2012,,
08807,NJ,8.16,,06/12/2012,,
08807,NJ,5.0,,10/02/2012,,
08822,NJ,6.37,,12/14/2012,,
08536,NJ,9.8,,10/09/2012,,
08328,NJ,5.28,,11/06/2012,,
08753,NJ,13.08,,11/19/2012,,
08724,NJ,5.16,,09/26/2012,,
08085,NJ,9.5,,09/10/2012,,
08527,NJ,8.0,,06/20/2012,,
08721,NJ,10.0,,08/22/2012,,
08723,NJ,11.0,,08/20/2012,,
08753,NJ,7.75,,07/25/2012,,
08731,NJ,7.955,,06/12/2012,,
07731,NJ,8.75,,07/18/2012,,
07017,NJ,5.25,,08/10/2012,,
08753,NJ,5.635,,08/27/2012,,
08753,NJ,8.82,,11/27/2012,,
07849,NJ,5.88,,10/22/2012,,
07849,NJ,6.125,,10/02/2012,,
08759,NJ,14.0,,08/28/2012,,
08721,NJ,8.5,,09/12/2012,,
08753,NJ,6.75,,08/20/2012,,
07731,NJ,9.5,,09/17/2012,,
08527,NJ,11.5,,07/12/2012,,
08757,NJ,7.2,,12/03/2012,,
08867,NJ,11.97,,10/18/2012,,
08091,NJ,9.18,,08/24/2012,,
08730,NJ,3.92,,06/07/2012,,
08527,NJ,13.515,,10/23/2012,,
08721,NJ,6.615,,07/18/2012,,
08690,NJ,9.555,,09/26/2012,,
08204,NJ,5.17,,08/06/2012,,
08204,NJ,6.24,,08/27/2012,,
08723,NJ,8.0,,07/30/2012,,
08753,NJ,3.0,,08/15/2012,,
08322,NJ,11.515,,11/13/2012,,
08759,NJ,4.8,,10/17/2012,,
07106,NJ,8.64,,11/28/2012,,
07731,NJ,7.68,,06/12/2012,,
07070,NJ,6.75,,07/12/2012,,
08759,NJ,7.5,,07/27/2012,,
08050,NJ,9.8,,10/17/2012,,
07731,NJ,6.125,,08/06/2012,,
08723,NJ,7.35,,08/14/2012,,
07726,NJ,14.8,,08/23/2012,,
08757,NJ,4.0,,08/30/2012,,
08527,NJ,10.0,,07/20/2012,,
08527,NJ,8.0,,07/18/2012,,
08759,NJ,7.92,,08/16/2012,,
08234,NJ,11.5,,11/19/2012,,
07073,NJ,6.5,,09/26/2012,,
08723,NJ,15.5,,08/22/2012,,
07731,NJ,8.0,,08/01/2012,,
07731,NJ,7.05,,06/19/2012,,
08724,NJ,6.96,,11/20/2012,,
08724,NJ,6.125,,12/05/2012,,
08406,NJ,2.64,,09/26/2012,,
08527,NJ,6.5,,10/10/2012,,
08527,NJ,6.5,,06/07/2012,,
08505,NJ,10.0,,08/09/2012,,
08873,NJ,6.0,,07/27/2012,,
08759,NJ,8.0,,09/13/2012,,
07040,NJ,3.38,,10/11/2012,,
08527,NJ,10.35,,06/26/2012,,
08723,NJ,7.36,,06/04/2012,,
08731,NJ,16.92,,06/04/2012,,
08723,NJ,7.755,,06/04/2012,,
08724,NJ,5.28,,07/10/2012,,
08722,NJ,8.46,,06/04/2012,,
07731,NJ,6.11,,06/04/2012,,
08759,NJ,11.75,,07/18/2012,,
08759,NJ,6.5,,07/12/2012,,
08360,NJ,15.0,,08/20/2012,,
07202,NJ,6.5,,12/21/2012,,
08759,NJ,10.5,,07/27/2012,,
08527,NJ,7.0,,06/07/2012,,
08723,NJ,16.5,,06/29/2012,,
07731,NJ,5.875,,06/28/2012,,
07734,NJ,3.84,,06/27/2012,,
08759,NJ,6.25,,06/26/2012,,
08853,NJ,13.475,,12/28/2012,,
08620,NJ,10.5,,08/07/2012,,
08759,NJ,6.24,,06/12/2012,,
08757,NJ,4.23,,06/28/2012,,
08724,NJ,11.76,,07/27/2012,,
07731,NJ,17.0,,11/06/2012,,
08078,NJ,4.5,,12/06/2012,,
07822,NJ,7.05,,09/25/2012,,
07746,NJ,8.28,,07/25/2012,,
08820,NJ,6.58,,12/18/2012,,
08260,NJ,3.12,,12/03/2012,,
08875,NJ,8.0,,10/09/2012,,
08723,NJ,12.54,,12/06/2012,,
08807,NJ,9.165,,08/01/2012,,
07746,NJ,7.194,,07/06/2012,,
08759,NJ,9.66,,06/28/2012,,
08010,NJ,5.25,,09/13/2012,,
07014,NJ,5.355,,12/07/2012,,
07843,NJ,9.31,,09/10/2012,,
08525,NJ,46.0,,06/15/2012,,
08205,NJ,7.6,,08/07/2012,,
07012,NJ,5.28,,09/07/2012,,
07438,NJ,7.2,,10/12/2012,,
07730,NJ,8.575,,12/06/2012,,
07748,NJ,6.815,,06/28/2012,,
07731,NJ,8.0,,08/20/2012,,
08724,NJ,9.635,,06/11/2012,,
07748,NJ,4.6,,06/11/2012,,
08755,NJ,6.24,,12/03/2012,,
08820,NJ,6.02,,11/21/2012,,
08504,NJ,10.12,,06/05/2012,,
08723,NJ,8.4,,06/28/2012,,
08857,NJ,7.0,,10/09/2012,,
08857,NJ,10.0,,10/09/2012,,
07920,NJ,8.64,,10/23/2012,,
08092,NJ,7.35,,09/28/2012,,
08218,NJ,10.34,,11/09/2012,,
08753,NJ,7.848,,07/27/2012,,
08012,NJ,10.0,,09/14/2012,,
08085,NJ,7.92,,06/07/2012,,
07304,NJ,4.14,,09/28/2012,,
08721,NJ,5.405,,09/26/2012,,
07731,NJ,5.635,,11/06/2012,,
08050,NJ,3.5,,06/29/2012,,
07920,NJ,15.696,,07/23/2012,,
08721,NJ,12.0,,08/07/2012,,
08724,NJ,15.0,,06/05/2012,,
08722,NJ,5.75,,07/13/2012,,
08620,NJ,12.25,,07/12/2012,,
08527,NJ,8.46,,05/30/2012,,
08234,NJ,9.36,,08/27/2012,,
07731,NJ,7.05,,06/28/2012,,
08721,NJ,6.37,,10/25/2012,,
08343,NJ,8.82,,12/06/2012,,
08759,NJ,7.44,,07/19/2012,,
07041,NJ,3.055,,08/24/2012,,
07936,NJ,5.544,,05/23/2012,,
08759,NJ,7.2,,07/20/2012,,
08330,NJ,9.12,,11/06/2012,,
08759,NJ,7.2,,07/03/2012,,
08759,NJ,8.64,,07/19/2012,,
08757,NJ,6.86,,11/15/2012,,
08722,NJ,4.7,,06/19/2012,,
08723,NJ,6.86,,10/17/2012,,
08755,NJ,8.575,,09/14/2012,,
08831,NJ,3.675,,11/06/2012,,
08724,NJ,5.88,,10/17/2012,,
08205,NJ,5.39,,12/10/2012,,
08234,NJ,24.48,,08/14/2012,,
08527,NJ,11.02,,07/23/2012,,
08079,NJ,12.0,,10/16/2012,,
07421,NJ,13.5,,09/07/2012,,
07095,NJ,7.35,,09/28/2012,,
07731,NJ,8.82,,11/06/2012,,
07480,NJ,9.2,,05/22/2012,,
08527,NJ,10.8,,05/23/2012,,
08757,NJ,3.0,,07/18/2012,,
07731,NJ,8.0,,07/18/2012,,
07886,NJ,6.0,,07/20/2012,,
08759,NJ,9.635,,10/23/2012,,
08724,NJ,7.52,,10/23/2012,,
08234,NJ,9.945,,08/16/2012,,
08087,NJ,5.06,,05/30/2012,,
08087,NJ,4.7,,09/19/2012,,
08087,NJ,7.59,,09/07/2012,,
08087,NJ,6.9,,08/21/2012,,
08081,NJ,5.28,,11/06/2012,,
08731,NJ,8.25,,06/27/2012,,
08753,NJ,9.5,,07/12/2012,,
08723,NJ,7.5,,07/25/2012,,
08062,NJ,12.21,,09/11/2012,,
08731,NJ,6.5,,07/03/2012,,
08088,NJ,9.165,,08/27/2012,,
08755,NJ,9.81,,08/07/2012,,
07083,NJ,9.66,,06/11/2012,,
08724,NJ,7.5,,06/14/2012,,
08002,NJ,7.14,,07/13/2012,,
08724,NJ,9.75,,07/18/2012,,
07731,NJ,9.0,,08/29/2012,,
08721,NJ,18.06,,09/26/2012,,
08757,NJ,6.24,,12/06/2012,,
08807,NJ,8.4,,11/19/2012,,
07731,NJ,6.11,,06/19/2012,,
08003,NJ,7.8,,08/07/2012,,
08759,NJ,10.08,,08/22/2012,,
08757,NJ,7.285,,05/22/2012,,
08527,NJ,8.085,,11/06/2012,,
07423,NJ,14.4,,08/07/2012,,
07746,NJ,7.5,,07/13/2012,,
08527,NJ,8.82,,09/28/2012,,
08723,NJ,5.88,,09/14/2012,,
08735,NJ,7.05,,06/25/2012,,
08750,NJ,7.755,,06/19/2012,,
08527,NJ,5.64,,11/06/2012,,
08731,NJ,8.225,,05/16/2012,,
07731,NJ,5.635,,11/06/2012,,
07719,NJ,5.145,,07/25/2012,,
08085,NJ,7.2,,08/20/2012,,
08822,NJ,3.87,,05/02/2012,,
08723,NJ,4.8,,12/03/2012,,
08753,NJ,4.8,,06/04/2012,,
08731,NJ,9.6,,08/09/2012,,
07440,NJ,4.68,,07/18/2012,,
07083,NJ,7.194,,11/05/2012,,
08873,NJ,4.95,,11/14/2012,,
08722,NJ,8.64,,05/16/2012,,
08757,NJ,11.28,,11/28/2012,,
08527,NJ,7.595,,08/28/2012,,
08734,NJ,3.315,,06/28/2012,,
08081,NJ,9.945,,08/07/2012,,
08360,NJ,13.16,,09/07/2012,,
08722,NJ,7.595,,05/16/2012,,
07727,NJ,13.5,,08/15/2012,,
07045,NJ,9.87,,06/19/2012,,
08757,NJ,5.04,,09/12/2012,,
08757,NJ,10.08,,09/12/2012,,
08722,NJ,4.5,,10/05/2012,,
08757,NJ,5.17,,05/22/2012,,
08807,NJ,8.64,,09/26/2012,,
08723,NJ,4.5,,07/25/2012,,
08820,NJ,9.36,,09/18/2012,,
08724,NJ,7.2,,09/19/2012,,
08723,NJ,5.865,,08/06/2012,,
07083,NJ,5.76,,07/18/2012,,
08755,NJ,19.635,,06/25/2012,,
08757,NJ,3.5,,08/13/2012,,
08527,NJ,8.75,,07/02/2012,,
07731,NJ,7.0,,12/07/2012,,
08724,NJ,9.165,,05/10/2012,,
08620,NJ,10.5,,06/21/2012,,
08527,NJ,6.0,,05/31/2012,,
08724,NJ,10.5,,08/20/2012,,
07082,NJ,7.52,,08/28/2012,,
08759,NJ,6.72,,06/19/2012,,
08759,NJ,5.28,,07/25/2012,,
08755,NJ,9.31,,08/27/2012,,
08514,NJ,9.555,,08/07/2012,,
07885,NJ,9.75,,07/20/2012,,
08757,NJ,7.68,,09/12/2012,,
08080,NJ,5.5,,07/12/2012,,
08721,NJ,12.0,,08/01/2012,,
08759,NJ,12.0,,06/29/2012,,
07040,NJ,5.17,,05/16/2012,,
08201,NJ,5.52,,07/18/2012,,
08734,NJ,11.76,,08/06/2012,,
07731,NJ,9.0,,07/20/2012,,
07045,NJ,9.12,,05/15/2012,,
07726,NJ,8.25,,08/01/2012,,
08757,NJ,9.5,,09/10/2012,,
08234,NJ,4.0,,07/23/2012,,
08620,NJ,10.0,,07/02/2012,,
07731,NJ,8.33,,06/20/2012,,
08620,NJ,6.5,,06/19/2012,,
08554,NJ,7.75,,07/20/2012,,
08865,NJ,4.5,,06/06/2012,,
08234,NJ,8.36,,08/01/2012,,
08759,NJ,6.0,,06/04/2012,,
07882,NJ,6.3,,08/07/2012,,
08527,NJ,7.59,,10/17/2012,,
07072,NJ,3.84,,06/27/2012,,
08757,NJ,3.995,,07/18/2012,,
08402,NJ,3.8,,06/29/2012,,
08759,NJ,6.24,,07/19/2012,,
08837,NJ,9.856,,11/02/2012,,
08527,NJ,8.695,,10/17/2012,,
08050,NJ,6.345,,05/31/2012,,
08753,NJ,10.25,,10/09/2012,,
07042,NJ,16.1,,10/18/2012,,
07730,NJ,4.41,,07/19/2012,,
07731,NJ,9.25,,06/19/2012,,
08759,NJ,4.23,,10/23/2012,,
07748,NJ,8.17,,07/12/2012,,
08757,NJ,8.0,,08/27/2012,,
07946,NJ,9.165,,08/20/2012,,
08873,NJ,5.5,,07/18/2012,,
08759,NJ,7.5,,08/15/2012,,
08753,NJ,9.5,,06/27/2012,,
08820,NJ,4.9,,11/15/2012,,
07731,NJ,6.54,,08/27/2012,,
08853,NJ,10.24,,06/29/2012,,
08755,NJ,5.28,,12/10/2012,,
08724,NJ,7.35,,10/10/2012,,
07208,NJ,4.935,,07/10/2012,,
08092,NJ,9.25,,06/28/2012,,
08648,NJ,3.0,,05/15/2012,,
08328,NJ,28.905,,11/09/2012,,
07731,NJ,9.0,,06/25/2012,,
08753,NJ,6.75,,06/27/2012,,
08620,NJ,6.0,,05/25/2012,,
08723,NJ,9.0,,06/14/2012,,
08759,NJ,7.0,,07/12/2012,,
07731,NJ,17.0,,06/05/2012,,
08753,NJ,4.08,,08/22/2012,,
08757,NJ,10.0,,07/27/2012,,
08555,NJ,8.0,,07/12/2012,,
08527,NJ,8.0,,06/04/2012,,
08527,NJ,9.0,,05/16/2012,,
08648,NJ,5.4,,06/14/2012,,
08831,NJ,5.28,,07/31/2012,,
08759,NJ,6.24,,07/03/2012,,
08050,NJ,7.44,,09/13/2012,,
07082,NJ,5.17,,07/12/2012,,
08736,NJ,6.0,,11/15/2012,,
07751,NJ,5.28,,11/06/2012,,
08757,NJ,3.84,,06/04/2012,,
08735,NJ,10.08,,11/15/2012,,
08731,NJ,6.16,,08/30/2012,,
08560,NJ,11.2,,07/31/2012,,
08759,NJ,8.5,,06/27/2012,,
08753,NJ,5.76,,09/13/2012,,
08755,NJ,5.5,,06/27/2012,,
08853,NJ,7.7,,08/06/2012,,
08759,NJ,7.0,,07/03/2012,,
08721,NJ,9.435,,10/10/2012,,
08527,NJ,4.0,,05/10/2012,,
08753,NJ,10.5,,08/20/2012,,
08620,NJ,8.5,,06/04/2012,,
08873,NJ,7.755,,08/14/2012,,
08527,NJ,8.5,,06/06/2012,,
08857,NJ,7.2,,08/09/2012,,
08753,NJ,4.08,,08/16/2012,,
08753,NJ,11.76,,07/25/2012,,
08755,NJ,7.35,,05/25/2012,,
08527,NJ,7.68,,05/22/2012,,
07853,NJ,5.17,,08/13/2012,,
08402,NJ,5.544,,08/16/2012,,
08230,NJ,8.16,,11/05/2012,,
08527,NJ,9.0,,05/25/2012,,
08757,NJ,10.0,,06/04/2012,,
08753,NJ,7.25,,06/27/2012,,
08062,NJ,11.52,,07/13/2012,,
08755,NJ,6.86,,06/25/2012,,
08527,NJ,8.0,,05/07/2012,,
08724,NJ,7.35,,08/20/2012,,
08406,NJ,3.675,,11/15/2012,,
08826,NJ,6.58,,05/10/2012,,
08402,NJ,7.44,,11/28/2012,,
07731,NJ,7.03,,08/01/2012,,
08320,NJ,5.88,,05/15/2012,,
08721,NJ,8.16,,09/07/2012,,
08757,NJ,6.96,,07/31/2012,,
08723,NJ,6.48,,05/16/2012,,
08742,NJ,6.0,,11/28/2012,,
07716,NJ,8.64,,07/11/2012,,
08759,NJ,5.76,,09/19/2012,,
08807,NJ,8.4,,05/25/2012,,
08724,NJ,6.615,,09/19/2012,,
08753,NJ,8.575,,06/25/2012,,
08759,NJ,11.76,,11/20/2012,,
07480,NJ,9.0,,04/27/2012,,
08759,NJ,4.655,,08/20/2012,,
08721,NJ,5.76,,09/07/2012,,
07936,NJ,7.755,,05/25/2012,,
08742,NJ,7.44,,11/27/2012,,
08735,NJ,7.92,,07/18/2012,,
07015,NJ,4.928,,11/13/2012,,
08050,NJ,121.68,,11/19/2012,,
07922,NJ,88.595,,12/06/2012,,
07922,NJ,121.73,,12/06/2012,,
07643,NJ,117.845,,10/11/2012,,
07764,NJ,57.98,,08/07/2012,,
07650,NJ,37.44,,10/23/2012,,
08302,NJ,260.0,,12/11/2012,,
08730,NJ,272.16,,10/05/2012,,
07764,NJ,64.22,,08/06/2012,,
07764,NJ,23.66,,07/25/2012,,
07764,NJ,98.02,,07/25/2012,,
08542,NJ,5.76,,10/24/2012,,
08332,NJ,201.63,,08/16/2012,,
08534,NJ,445.25,,06/07/2012,,
08690,NJ,399.75,,06/07/2012,,
07094,NJ,194.285,,12/18/2012,,
08753,NJ,206.36,,08/20/2012,,
07643,NJ,149.695,,10/11/2012,,
08648,NJ,6108.83,,06/05/2012,,
08753,NJ,117.04,,08/16/2012,,
08753,NJ,284.13,,08/20/2012,,
08741,NJ,289.52,,08/28/2012,,
08753,NJ,125.4,,08/28/2012,,
08753,NJ,304.92,,08/16/2012,,
08753,NJ,301.84,,08/16/2012,,
08087,NJ,4.14,,03/07/2012,,
08754,NJ,13.16,,03/07/2012,,
08087,NJ,4.6,,03/07/2012,,
07016,NJ,173.195,,05/09/2012,,
07450,NJ,116.285,,11/27/2012,,
07450,NJ,93.585,,12/26/2012,,
07450,NJ,122.695,,11/27/2012,,
07450,NJ,90.12,,11/27/2012,,
07026,NJ,65.8,,05/25/2012,,
07204,NJ,220.43,,02/22/2012,,
07652,NJ,224.64,,01/10/2012,,
08540,NJ,5404.656,,09/26/2012,,
07424,NJ,190.82,,07/25/2012,,
07205,NJ,33.605,,02/27/2012,,
07205,NJ,174.37,,03/23/2012,,
07205,NJ,174.37,,02/27/2012,,
07203,NJ,240.17,,03/14/2012,,
07036,NJ,54.99,,02/27/2012,,
07067,NJ,366.24,,05/11/2012,,
08863,NJ,28.8,,03/23/2012,,
08863,NJ,336.0,,04/05/2012,,
08830,NJ,60.48,,03/23/2012,,
08830,NJ,258.72,,05/24/2012,,
08830,NJ,383.04,,07/05/2012,,
07067,NJ,107.52,,07/24/2012,,
07077,NJ,157.92,,07/24/2012,,
07095,NJ,120.96,,05/11/2012,,
08830,NJ,117.6,,08/17/2012,,
07064,NJ,147.84,,08/06/2012,,
07204,NJ,20.445,,02/02/2012,,
07204,NJ,23.03,,02/02/2012,,
07740,NJ,14.1,,06/04/2012,,
07740,NJ,332.995,,04/23/2012,,
07740,NJ,439.92,,04/23/2012,,
07740,NJ,400.205,,04/23/2012,,
07740,NJ,559.065,,04/23/2012,,
07826,NJ,39.48,,06/29/2012,,
07826,NJ,61.1,,06/29/2012,,
07740,NJ,36.66,,03/06/2012,,
07740,NJ,119.145,,01/16/2012,,
07740,NJ,189.41,,03/05/2012,,
07740,NJ,100.815,,03/06/2012,,
07740,NJ,103.165,,03/06/2012,,
08062,NJ,32.64,,10/17/2012,,
08062,NJ,32.64,,10/17/2012,,
08701,NJ,369.655,,04/24/2012,,
08753,NJ,551.32,,08/21/2012,,
08753,NJ,282.15,,08/16/2012,,
08753,NJ,323.4,,08/21/2012,,
08753,NJ,369.6,,08/16/2012,,
08753,NJ,625.24,,08/28/2012,,
08034,NJ,255.84,,06/07/2012,,
08062,NJ,146.88,,10/17/2012,,
07626,NJ,513.24,,04/09/2012,,
08221,NJ,376.5,,03/07/2012,,
07470,NJ,827.905,,02/14/2012,,
07470,NJ,916.5,,02/27/2012,,
07676,NJ,103.87,,10/26/2012,,
07306,NJ,122.36,,10/04/2012,,
07066,NJ,197.4,,10/04/2012,,
07203,NJ,186.76,,10/04/2012,,
07104,NJ,259.91,,10/04/2012,,
07738,NJ,11.448,,04/16/2012,,
07738,NJ,26.91,,04/16/2012,,
07738,NJ,21.16,,04/16/2012,,
07738,NJ,111.32,,06/27/2012,,
07470,NJ,620.165,,02/17/2012,,
07470,NJ,156.275,,02/23/2012,,
07470,NJ,79.43,,02/14/2012,,
07470,NJ,85.54,,02/14/2012,,
07470,NJ,140.53,,02/14/2012,,
08085,NJ,48.88,,06/13/2012,,
07974,NJ,434.265,,06/20/2012,,
07974,NJ,75.67,,02/27/2012,,
08210,NJ,361.66,,02/16/2012,,
08210,NJ,490.1,,02/16/2012,,
08210,NJ,40.56,,02/16/2012,,
08210,NJ,165.62,,02/16/2012,,
08048,NJ,281.06,,04/27/2012,,
07735,NJ,252.72,,01/30/2012,,
07735,NJ,244.08,,01/30/2012,,
07733,NJ,252.56,,05/30/2012,,
08721,NJ,500.045,,01/11/2012,,
08721,NJ,500.045,,01/11/2012,,
08721,NJ,500.045,,01/11/2012,,
07103,NJ,31.68,252759.0,10/01/2012,,
08742,NJ,6.63,,12/26/2012,,
08759,NJ,6.24,,12/26/2012,,
08527,NJ,7.25,,12/11/2012,,
07731,NJ,5.28,,12/27/2012,,
08527,NJ,6.5,,12/07/2012,,
08527,NJ,11.5,,12/14/2012,,
08759,NJ,11.515,,12/07/2012,,
08527,NJ,5.25,,12/07/2012,,
08742,NJ,9.87,,12/07/2012,,
08330,NJ,9.6,,12/27/2012,,
07746,NJ,4.845,,11/29/2012,,
08759,NJ,7.395,,12/07/2012,,
08723,NJ,5.61,,12/19/2012,,
08690,NJ,4.0,,12/19/2012,,
07746,NJ,9.945,,12/28/2012,,
08833,NJ,12.0,,12/27/2012,,
08759,NJ,15.84,,12/11/2012,,
08722,NJ,7.92,,12/28/2012,,
08620,NJ,4.41,,11/29/2012,,
08620,NJ,6.0,,12/11/2012,,
08742,NJ,11.0,,12/03/2012,,
08087,NJ,5.28,,12/14/2012,,
08873,NJ,11.0,,12/19/2012,,
08759,NJ,9.635,,12/18/2012,,
08867,NJ,10.464,,12/19/2012,,
08753,NJ,8.19,,11/19/2012,,
08742,NJ,8.5,,12/11/2012,,
08619,NJ,7.75,,12/19/2012,,
08722,NJ,8.16,,12/10/2012,,
08520,NJ,12.0,,11/13/2012,,
08527,NJ,4.0,,11/09/2012,,
08759,NJ,6.24,,11/06/2012,,
08758,NJ,9.84,,11/06/2012,,
08730,NJ,11.0,,12/07/2012,,
08757,NJ,7.14,,12/18/2012,,
08514,NJ,9.0,,11/13/2012,,
07731,NJ,9.25,,12/26/2012,,
08731,NJ,21.93,,10/17/2012,,
08527,NJ,5.76,,10/23/2012,,
08527,NJ,9.0,,11/13/2012,,
08527,NJ,6.5,,11/21/2012,,
07731,NJ,6.5,,12/20/2012,,
08734,NJ,8.64,,12/05/2012,,
07731,NJ,10.32,,10/25/2012,,
07748,NJ,7.92,,10/17/2012,,
08742,NJ,9.36,,10/17/2012,,
08833,NJ,6.48,,10/24/2012,,
08759,NJ,3.15,,11/28/2012,,
08820,NJ,6.96,,11/29/2012,,
08734,NJ,7.14,,11/19/2012,,
07731,NJ,8.415,,12/11/2012,,
07727,NJ,7.65,,10/17/2012,,
08759,NJ,7.395,,10/17/2012,,
08724,NJ,7.395,,11/15/2012,,
08527,NJ,9.18,,11/06/2012,,
08759,NJ,3.36,,10/19/2012,,
08759,NJ,7.2,,10/19/2012,,
08759,NJ,3.36,,10/19/2012,,
07731,NJ,5.61,,11/06/2012,,
08833,NJ,9.435,,11/20/2012,,
08722,NJ,5.88,,12/19/2012,,
08742,NJ,7.395,,12/11/2012,,
08755,NJ,14.79,,10/25/2012,,
08755,NJ,5.76,,10/23/2012,,
08753,NJ,4.0,,10/25/2012,,
08722,NJ,7.0,,11/28/2012,,
08730,NJ,7.0,,10/10/2012,,
08724,NJ,6.5,,10/18/2012,,
07853,NJ,5.39,,11/02/2012,,
08690,NJ,6.5,,12/07/2012,,
08817,NJ,6.24,,11/19/2012,,
08520,NJ,6.48,,12/18/2012,,
08648,NJ,6.72,,12/14/2012,,
08534,NJ,7.2,,12/05/2012,,
08691,NJ,5.52,,12/26/2012,,
07730,NJ,9.18,,11/15/2012,,
08050,NJ,8.4,,12/06/2012,,
08527,NJ,5.0,,10/17/2012,,
08520,NJ,5.88,,12/13/2012,,
08730,NJ,7.2,,12/11/2012,,
07727,NJ,8.16,,12/27/2012,,
08758,NJ,5.76,,10/02/2012,,
08527,NJ,13.63,,12/17/2012,,
07853,NJ,7.755,,11/27/2012,,
08068,NJ,6.58,,10/25/2012,,
08205,NJ,7.92,,09/26/2012,,
08527,NJ,9.4,,09/19/2012,,
07064,NJ,6.0,,11/02/2012,,
08723,NJ,4.32,,10/24/2012,,
08690,NJ,4.7,,09/26/2012,,
08527,NJ,11.75,,10/17/2012,,
08742,NJ,6.0,,10/10/2012,,
08755,NJ,9.0,,12/12/2012,,
08610,NJ,5.0,,12/03/2012,,
08723,NJ,9.0,,10/17/2012,,
08759,NJ,10.25,,11/28/2012,,
08520,NJ,5.1,,11/20/2012,,
08758,NJ,4.08,,12/20/2012,,
08098,NJ,5.76,,11/15/2012,,
08755,NJ,8.5,,11/28/2012,,
08527,NJ,7.52,,10/17/2012,,
08759,NJ,12.0,,12/14/2012,,
08108,NJ,7.65,,10/23/2012,,
07731,NJ,8.25,,12/06/2012,,
08731,NJ,5.0,,09/17/2012,,
08009,NJ,7.2,,11/05/2012,,
08757,NJ,7.0,,09/17/2012,,
08822,NJ,9.89,,10/15/2012,,
08723,NJ,6.86,,09/14/2012,,
08735,NJ,4.9,,10/03/2012,,
08724,NJ,5.17,,12/05/2012,,
08087,NJ,7.44,,09/24/2012,,
08205,NJ,6.24,,09/26/2012,,
08205,NJ,7.92,,12/06/2012,,
08201,NJ,7.92,,10/02/2012,,
07853,NJ,10.2,,10/09/2012,,
07060,NJ,13.23,,12/06/2012,,
08817,NJ,3.29,,10/22/2012,,
08857,NJ,5.5,,10/02/2012,,
08330,NJ,7.92,,11/15/2012,,
07460,NJ,8.2,,10/03/2012,,
08527,NJ,7.05,,10/02/2012,,
08690,NJ,8.0,,11/28/2012,,
07930,NJ,7.5,,09/17/2012,,
08724,NJ,5.46,,12/03/2012,,
08722,NJ,7.79,,11/09/2012,,
08734,NJ,4.8,,11/19/2012,,
07013,NJ,10.32,,10/24/2012,,
08002,NJ,6.0,,12/07/2012,,
07083,NJ,2.86,,12/06/2012,,
08759,NJ,4.51,,11/13/2012,,
08527,NJ,13.0,,10/02/2012,,
08527,NJ,10.81,,09/11/2012,,
07727,NJ,13.16,,11/13/2012,,
08204,NJ,6.9,,11/28/2012,,
07727,NJ,9.87,,09/17/2012,,
08092,NJ,8.88,,12/06/2012,,
08527,NJ,9.36,,12/05/2012,,
08802,NJ,12.0,,12/20/2012,,
07620,NJ,15.0,,10/09/2012,,
07042,NJ,6.75,,10/09/2012,,
08731,NJ,11.0,,10/09/2012,,
08690,NJ,9.43,,12/07/2012,,
08722,NJ,5.5,,12/07/2012,,
08753,NJ,5.5,,12/10/2012,,
07066,NJ,7.84,,12/19/2012,,
08205,NJ,7.92,,11/29/2012,,
07730,NJ,4.59,,09/12/2012,,
07522,NJ,2.88,,12/10/2012,,
07522,NJ,2.88,,12/10/2012,,
07522,NJ,2.88,,12/10/2012,,
08406,NJ,7.41,,11/06/2012,,
08837,NJ,6.37,,10/26/2012,,
08527,NJ,7.52,,09/17/2012,,
08757,NJ,4.32,,10/17/2012,,
08078,NJ,11.045,,10/10/2012,,
08759,NJ,5.945,,11/13/2012,,
07730,NJ,10.464,,11/21/2012,,
08757,NJ,6.15,,12/03/2012,,
08873,NJ,10.34,,12/03/2012,,
08852,NJ,8.46,,12/12/2012,,
