Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=CT
06824,CT,10.0,35500.0,04/25/2014,,
06825,CT,10.25,36388.0,04/25/2014,,
06082,CT,6.0,29400.0,04/24/2014,,
06082,CT,11.03,54022.5,04/24/2014,,
06511,CT,2.08,9796.8,04/23/2014,,
06610,CT,10.0,33770.0,04/22/2014,,
06042,CT,9.56,46819.5,04/22/2014,,
06042,CT,4.9,24010.0,04/22/2014,,
06489,CT,9.56,45004.05,04/17/2014,,
06473,CT,2.94,14406.0,04/17/2014,,
06795,CT,9.31,45619.0,04/16/2014,,
06611,CT,4.25,16576.0,04/16/2014,,
06611,CT,5.25,18112.51,04/16/2014,,
06708,CT,3.5,28812.0,04/16/2014,,
06897,CT,9.88,35500.0,04/16/2014,,
06706,CT,7.92,39402.0,04/16/2014,,
06043,CT,9.72,41310.0,04/15/2014,,
06807,CT,6.12,23357.6,04/15/2014,,
06424,CT,10.0,36900.0,04/15/2014,,
06470,CT,9.25,28600.0,04/15/2014,,
06234,CT,8.83,27713.0,04/15/2014,,
06423,CT,11.7,62970.0,04/15/2014,,
06379,CT,3.0,16854.0,04/15/2014,,
06268,CT,6.96,35565.6,04/15/2014,,
06355,CT,9.81,48560.0,04/15/2014,,
06470,CT,9.0,27800.0,04/15/2014,,
06024,CT,9.87,34644.0,04/15/2014,,
06443,CT,6.21,28591.8,04/15/2014,,
06443,CT,5.89,25910.4,04/15/2014,,
06350,CT,6.75,26404.0,04/15/2014,,
06105,CT,4.16,14642.4,04/15/2014,,
06524,CT,5.5,19800.0,04/15/2014,,
06412,CT,9.48,44095.0,04/15/2014,,
06072,CT,6.25,27500.0,04/15/2014,,
06443,CT,9.0,31962.0,04/15/2014,,
06405,CT,8.83,38406.15,04/15/2014,,
06250,CT,4.8,18576.0,04/15/2014,,
06010,CT,8.32,38730.0,04/15/2014,,
06443,CT,7.19,30946.2,04/15/2014,,
06475,CT,4.5,21420.0,04/15/2014,,
06524,CT,6.0,22200.0,04/15/2014,,
06076,CT,10.4,45000.0,04/15/2014,,
06412,CT,3.75,14287.5,04/15/2014,,
06268,CT,4.68,17971.0,04/15/2014,,
06524,CT,7.5,27600.0,04/15/2014,,
06268,CT,7.85,56113.2,04/15/2014,,
06475,CT,9.0,48942.0,04/15/2014,,
06473,CT,6.48,22760.0,04/15/2014,,
06824,CT,7.02,24638.0,04/14/2014,,
06883,CT,9.6,47760.0,04/11/2014,,
06424,CT,10.05,49220.5,04/10/2014,,
06880,CT,8.33,40817.0,04/09/2014,,
06896,CT,4.93,31237.0,04/09/2014,,
06401,CT,7.84,39592.0,04/09/2014,,
06442,CT,8.33,40817.0,04/08/2014,,
06010,CT,9.31,45619.0,04/08/2014,,
06082,CT,8.75,34300.94,04/07/2014,,
06824,CT,6.48,22754.0,04/03/2014,,
06825,CT,10.56,37488.0,04/03/2014,,
06070,CT,7.11,34814.5,04/02/2014,,
06518,CT,5.39,25386.9,04/02/2014,,
06518,CT,5.64,26540.85,04/02/2014,,
06479,CT,5.64,27611.5,04/02/2014,,
06762,CT,8.33,40817.0,04/02/2014,,
06438,CT,10.29,50421.0,04/02/2014,,
06517,CT,3.64,17144.4,04/02/2014,,
06042,CT,5.13,24012.0,04/01/2014,,
06029,CT,6.24,26970.0,04/01/2014,,
06896,CT,8.83,44586.45,04/01/2014,,
06514,CT,4.41,21609.0,04/01/2014,,
06704,CT,6.13,30013.0,04/01/2014,,
06612,CT,11.0,40700.0,04/01/2014,,
06611,CT,11.12,50031.0,04/01/2014,,
06040,CT,6.0,21650.0,04/01/2014,,
06351,CT,5.98,28165.8,04/01/2014,,
06776,CT,17.96,67951.73,04/01/2014,,
06033,CT,9.8,38115.0,04/01/2014,,
06040,CT,4.68,18236.0,04/01/2014,,
06461,CT,4.77,27800.0,04/01/2014,,
06374,CT,7.84,38416.0,04/01/2014,,
06070,CT,10.0,39100.0,04/01/2014,,
06783,CT,18.75,69975.0,04/01/2014,,
06370,CT,6.0,28500.0,04/01/2014,,
06840,CT,5.15,25725.0,04/01/2014,,
06850,CT,7.84,38416.0,04/01/2014,,
06042,CT,3.43,16807.0,04/01/2014,,
06019,CT,5.23,22759.0,04/01/2014,,
06877,CT,7.28,32687.0,04/01/2014,,
06901,CT,6.9,34845.0,04/01/2014,,
06812,CT,10.05,48393.0,04/01/2014,,
06250,CT,5.76,29606.4,04/01/2014,,
06250,CT,3.11,16611.75,04/01/2014,,
06338,CT,10.4,42150.0,04/01/2014,,
06825,CT,8.5,31063.0,04/01/2014,,
06824,CT,10.92,47813.0,04/01/2014,,
06824,CT,5.75,20413.0,04/01/2014,,
06825,CT,10.75,44750.0,04/01/2014,,
06351,CT,10.0,39490.6,04/01/2014,,
06082,CT,2.08,10348.0,04/01/2014,,
06062,CT,100.0,,06/11/2012,,
06117,CT,10.79,49500.0,06/06/2013,,
06851,CT,100.0,559952.0,05/22/2014,,
06120,CT,55.0,145000.0,05/22/2014,,
06437,CT,6.13,28848.75,03/31/2014,,
06037,CT,7.35,36015.0,03/31/2014,,
06095,CT,5.5,18984.89,03/28/2014,,
06489,CT,9.72,38908.0,03/18/2014,,
06712,CT,9.8,48020.0,03/18/2014,,
06033,CT,5.15,25210.5,03/18/2014,,
06811,CT,6.25,30625.0,03/18/2014,,
06417,CT,10.4,46622.0,03/18/2014,,
06410,CT,6.48,25272.0,03/18/2014,,
06242,CT,8.0,25600.0,03/18/2014,,
06825,CT,8.84,31132.0,03/18/2014,,
06605,CT,4.41,16199.0,03/18/2014,,
06784,CT,7.42,27825.0,03/18/2014,,
06611,CT,6.36,24878.88,03/18/2014,,
06870,CT,7.35,43512.0,03/18/2014,,
06473,CT,5.88,29694.0,03/13/2014,,
06053,CT,4.9,24010.0,03/12/2014,,
06098,CT,3.43,17321.5,03/11/2014,,
06457,CT,6.86,33614.0,03/10/2014,,
06518,CT,8.58,68174.9,03/05/2014,,
06812,CT,4.66,32487.0,03/04/2014,,
06443,CT,4.58,21794.25,03/04/2014,,
06511,CT,5.28,27489.0,03/04/2014,,
06751,CT,5.15,25210.5,02/25/2014,,
06483,CT,5.72,24081.21,02/24/2014,,
06108,CT,2.6,12464.0,02/19/2014,,
06484,CT,8.12,31424.4,02/19/2014,,
06605,CT,4.66,17155.0,02/19/2014,,
06063,CT,5.0,22500.0,02/19/2014,,
06605,CT,4.41,16199.0,02/19/2014,,
06062,CT,6.96,29392.0,02/19/2014,,
06019,CT,4.42,16221.4,02/19/2014,,
06019,CT,16.64,56076.8,02/19/2014,,
06238,CT,7.5,26025.0,02/19/2014,,
06238,CT,7.5,29025.0,02/19/2014,,
06238,CT,5.0,29850.0,02/19/2014,,
06019,CT,9.81,42673.5,02/19/2014,,
06238,CT,5.25,37905.0,02/19/2014,,
06451,CT,5.0,32350.0,02/19/2014,,
06482,CT,8.1,33381.85,02/19/2014,,
06850,CT,4.8,22440.0,02/19/2014,,
06415,CT,5.88,38175.0,02/19/2014,,
06902,CT,2.88,13824.0,02/19/2014,,
06443,CT,4.41,19224.0,02/19/2014,,
06109,CT,9.81,46107.0,02/06/2014,,
06516,CT,5.75,26795.0,02/06/2014,,
06484,CT,7.25,31828.0,02/06/2014,,
06851,CT,3.12,18689.0,02/06/2014,,
06901,CT,6.36,26208.0,02/06/2014,,
06239,CT,10.4,38106.0,02/06/2014,,
06812,CT,6.03,34220.25,02/06/2014,,
06905,CT,7.65,34731.0,02/06/2014,,
06877,CT,18.72,72522.0,02/06/2014,,
06239,CT,1.56,8100.0,02/06/2014,,
06371,CT,5.23,20750.0,02/06/2014,,
06424,CT,1.41,9998.0,02/06/2014,,
06415,CT,10.0,63386.0,02/06/2014,,
06382,CT,9.72,39561.0,02/05/2014,,
06057,CT,9.31,39780.0,02/05/2014,,
06029,CT,7.35,28665.0,02/05/2014,,
06382,CT,8.48,37364.0,02/05/2014,,
06118,CT,5.88,25440.0,02/05/2014,,
06340,CT,6.36,27650.0,02/05/2014,,
06443,CT,8.0,30037.0,02/05/2014,,
06776,CT,9.8,33000.0,02/05/2014,,
06278,CT,5.0,22500.0,02/05/2014,,
06226,CT,6.24,25022.4,02/05/2014,,
06226,CT,2.34,8938.8,02/05/2014,,
06443,CT,7.5,28887.0,02/05/2014,,
06268,CT,5.0,20600.0,02/05/2014,,
06268,CT,4.5,18720.0,02/05/2014,,
06385,CT,8.32,41432.8,02/05/2014,,
06280,CT,6.24,24211.2,02/05/2014,,
06250,CT,6.5,24960.0,02/05/2014,,
06412,CT,8.5,39109.2,02/05/2014,,
06268,CT,10.4,40352.0,02/05/2014,,
06250,CT,5.72,21964.8,02/05/2014,,
06226,CT,5.75,24552.5,02/05/2014,,
06824,CT,12.5,46875.0,02/05/2014,,
06824,CT,6.25,22313.0,02/05/2014,,
06481,CT,10.78,58010.0,02/05/2014,,
06754,CT,9.0,37763.6,01/29/2014,,
06759,CT,6.75,34976.5,01/29/2014,,
06278,CT,7.85,42183.0,01/27/2014,,
06905,CT,8.58,33609.56,01/27/2014,,
06118,CT,4.9,24745.0,01/23/2014,,
06804,CT,5.0,20250.0,01/23/2014,,
06096,CT,5.83,25652.0,01/23/2014,,
06238,CT,5.23,30422.92,01/23/2014,,
06238,CT,4.5,17415.0,01/23/2014,,
06484,CT,7.42,28840.0,01/23/2014,,
06825,CT,5.72,22800.0,01/23/2014,,
06905,CT,8.06,38285.0,01/23/2014,,
06111,CT,5.23,27660.0,01/23/2014,,
06422,CT,7.4,26252.25,01/23/2014,,
06279,CT,6.24,26880.0,01/23/2014,,
06385,CT,2.45,13320.0,01/23/2014,,
06469,CT,8.7,54488.0,01/23/2014,,
06776,CT,10.11,37000.0,01/22/2014,,
06903,CT,7.02,29835.0,01/22/2014,,
06010,CT,6.5,26628.0,01/22/2014,,
06419,CT,9.84,48954.0,01/14/2014,,
06029,CT,6.13,30931.25,01/13/2014,,
06437,CT,10.29,51964.5,01/13/2014,,
06082,CT,8.58,43303.75,01/13/2014,,
06249,CT,5.15,29839.81,01/10/2014,,
06811,CT,4.66,23507.75,01/09/2014,,
06851,CT,9.36,46566.0,01/09/2014,,
06457,CT,4.68,22270.5,01/07/2014,,
06488,CT,7.92,39402.0,01/07/2014,,
06488,CT,10.4,51740.0,01/07/2014,,
06820,CT,7.84,39592.0,01/06/2014,,
06907,CT,7.44,37014.0,01/06/2014,,
06419,CT,71.0,259000.0,01/03/2014,,
06488,CT,10.78,54439.0,01/02/2014,,
06614,CT,2.94,14847.0,01/02/2014,,
06516,CT,6.37,32168.5,01/02/2014,,
06320,CT,4.8,24240.0,12/20/2013,,
06033,CT,10.29,51964.5,12/20/2013,,
06422,CT,5.25,18375.0,12/20/2013,,
06422,CT,11.0,45036.0,12/19/2013,,
06033,CT,9.56,37050.0,12/18/2013,,
06042,CT,7.35,28470.0,12/18/2013,,
06043,CT,10.29,49069.0,12/18/2013,,
06515,CT,4.58,26919.0,12/18/2013,,
06524,CT,7.5,30431.25,12/18/2013,,
06033,CT,13.52,51511.0,12/18/2013,,
06082,CT,5.5,28717.0,12/18/2013,,
06260,CT,7.8,25312.0,12/18/2013,,
06338,CT,4.02,24368.24,12/18/2013,,
06413,CT,4.5,16425.0,12/18/2013,,
06226,CT,4.08,14116.8,12/18/2013,,
06238,CT,7.5,30675.0,12/18/2013,,
06237,CT,7.92,26700.0,12/18/2013,,
06880,CT,2.5,12960.0,12/18/2013,,
06460,CT,7.0,30229.43,12/18/2013,,
06107,CT,6.76,25675.0,12/18/2013,,
06511,CT,6.0,26050.0,12/18/2013,,
06365,CT,4.9,24745.0,12/16/2013,,
06811,CT,8.09,40829.25,12/16/2013,,
06477,CT,7.84,40829.25,12/16/2013,,
06422,CT,5.0,20000.0,12/16/2013,,
06612,CT,5.64,28456.75,12/10/2013,,
06484,CT,5.88,29694.0,12/10/2013,,
06016,CT,4.17,21033.25,12/10/2013,,
06074,CT,6.86,35880.25,12/10/2013,,
06615,CT,3.92,19796.0,12/10/2013,,
06415,CT,4.66,23507.75,12/09/2013,,
06117,CT,5.88,29694.0,12/09/2013,,
06042,CT,7.35,37117.5,12/09/2013,,
06460,CT,5.88,29253.0,12/09/2013,,
06779,CT,8.4,38346.0,12/06/2013,,
06405,CT,5.72,27971.0,12/06/2013,,
06235,CT,4.51,20998.0,12/06/2013,,
06437,CT,7.95,33930.0,12/06/2013,,
06238,CT,10.4,43888.0,12/06/2013,,
06019,CT,9.81,42673.5,12/06/2013,,
06237,CT,3.9,25958.4,12/06/2013,,
06880,CT,7.8,29328.0,12/06/2013,,
06890,CT,11.25,47050.0,12/05/2013,,
06450,CT,5.64,28456.75,12/04/2013,,
06514,CT,8.09,40829.25,12/04/2013,,
06424,CT,4.9,24745.0,12/04/2013,,
06354,CT,5.88,29694.0,12/04/2013,,
06331,CT,9.31,47015.5,12/04/2013,,
06473,CT,9.56,48252.75,12/04/2013,,
06795,CT,8.28,41338.0,12/03/2013,,
06410,CT,10.0,50500.0,12/02/2013,,
06039,CT,3.43,17321.5,12/02/2013,,
06023,CT,4.9,27097.0,12/02/2013,,
06514,CT,10.78,54439.0,12/02/2013,,
06019,CT,7.54,25000.0,11/25/2013,,
06037,CT,4.66,23507.75,11/25/2013,,
06280,CT,4.9,19500.0,11/25/2013,,
06524,CT,10.0,35000.0,11/25/2013,,
06073,CT,9.8,49490.0,11/25/2013,,
06013,CT,6.37,32168.5,11/25/2013,,
06443,CT,6.25,23449.5,11/25/2013,,
06058,CT,3.0,13950.0,11/25/2013,,
06412,CT,6.24,22464.0,11/25/2013,,
06412,CT,4.5,19475.0,11/25/2013,,
06331,CT,7.28,32282.0,11/25/2013,,
06460,CT,7.4,29359.0,11/25/2013,,
06412,CT,5.3,23320.0,11/25/2013,,
06238,CT,4.68,19281.6,11/25/2013,,
06443,CT,5.23,24030.6,11/25/2013,,
06524,CT,4.58,22401.0,11/25/2013,,
06524,CT,8.18,48848.0,11/25/2013,,
06019,CT,7.02,23795.2,11/25/2013,,
06750,CT,10.0,43500.0,11/25/2013,,
06897,CT,9.62,40299.0,11/25/2013,,
06422,CT,7.5,26250.0,11/25/2013,,
06248,CT,5.2,24419.0,11/25/2013,,
06437,CT,11.0,49500.0,11/25/2013,,
06880,CT,8.25,29304.0,11/25/2013,,
06793,CT,7.25,34438.0,11/25/2013,,
06096,CT,2.94,10512.0,11/25/2013,,
06480,CT,8.82,31840.0,11/20/2013,,
06903,CT,10.92,60387.6,11/18/2013,,
06106,CT,5.04,25452.0,11/18/2013,,
06040,CT,4.41,20771.1,11/15/2013,,
06067,CT,3.92,19796.0,11/15/2013,,
06608,CT,3.36,16968.0,11/15/2013,,
06880,CT,8.58,47419.75,11/14/2013,,
06042,CT,1.68,8484.0,11/14/2013,,
06241,CT,8.96,54823.07,11/04/2013,,
06226,CT,7.8,31231.2,11/04/2013,,
06779,CT,4.48,27357.0,11/04/2013,,
06040,CT,6.1,26818.0,11/04/2013,,
06033,CT,5.88,25500.0,11/04/2013,,
06247,CT,6.5,29250.0,11/04/2013,,
06443,CT,11.45,48641.25,11/04/2013,,
06250,CT,7.28,27445.6,11/04/2013,,
06268,CT,6.5,24960.0,11/04/2013,,
06354,CT,5.2,23500.0,11/04/2013,,
06330,CT,7.28,29224.0,11/04/2013,,
06264,CT,9.88,33987.0,11/04/2013,,
06460,CT,6.72,31104.0,11/04/2013,,
06250,CT,5.98,23501.4,11/04/2013,,
06611,CT,6.76,28995.0,11/04/2013,,
06419,CT,9.5,37050.0,11/04/2013,,
06250,CT,8.88,32145.6,11/04/2013,,
06250,CT,11.04,59505.6,11/04/2013,,
06824,CT,5.87,22873.5,11/04/2013,,
06511,CT,9.36,35417.0,11/04/2013,,
06708,CT,6.89,27181.0,11/04/2013,,
06258,CT,3.5,14786.0,11/04/2013,,
06033,CT,7.65,33910.0,11/04/2013,,
06422,CT,7.25,28525.0,11/04/2013,,
06422,CT,11.0,52250.0,11/04/2013,,
06480,CT,4.17,16909.0,11/04/2013,,
06489,CT,8.09,17854.0,11/04/2013,,
06791,CT,7.76,12575.0,11/04/2013,,
06117,CT,10.11,11580.0,11/04/2013,,
06242,CT,8.5,43473.0,11/04/2013,,
06511,CT,8.82,92000.0,11/04/2013,,
06331,CT,4.5,15186.0,11/04/2013,,
06480,CT,11.27,63680.0,11/04/2013,,
06108,CT,5.0,19750.0,11/04/2013,,
06278,CT,7.28,58573.0,11/04/2013,,
06614,CT,6.63,26519.0,11/04/2013,,
06424,CT,5.88,23616.0,10/30/2013,,
06002,CT,6.13,30931.25,10/29/2013,,
06416,CT,5.64,28456.75,10/28/2013,,
06076,CT,7.68,38784.0,10/28/2013,,
06268,CT,5.76,21427.0,10/22/2013,,
06238,CT,4.5,17415.0,10/22/2013,,
06019,CT,6.87,27861.75,10/22/2013,,
06475,CT,16.08,66188.42,10/22/2013,,
06890,CT,9.07,31931.24,10/22/2013,,
06422,CT,5.0,17500.0,10/22/2013,,
06480,CT,9.8,37828.0,10/22/2013,,
06820,CT,8.64,31387.0,10/22/2013,,
06250,CT,6.0,35002.0,10/22/2013,,
06475,CT,5.56,32238.97,10/22/2013,,
06250,CT,6.24,34057.0,10/22/2013,,
06422,CT,6.24,26152.0,10/22/2013,,
06033,CT,3.0,14750.0,10/21/2013,,
06037,CT,6.13,28848.75,10/18/2013,,
06001,CT,9.8,49490.0,10/18/2013,,
06029,CT,9.8,49490.0,10/18/2013,,
06062,CT,10.08,50904.0,10/18/2013,,
06268,CT,4.94,17191.2,10/11/2013,,
06226,CT,9.12,31099.2,10/11/2013,,
06281,CT,8.0,36000.0,10/11/2013,,
06250,CT,5.46,21684.8,10/11/2013,,
06378,CT,3.43,17321.5,10/07/2013,,
06359,CT,6.86,34643.0,10/07/2013,,
06825,CT,11.04,38692.0,10/07/2013,,
06375,CT,5.75,26930.0,10/04/2013,,
06804,CT,9.8,49490.0,10/01/2013,,
06878,CT,7.35,37117.5,10/01/2013,,
06026,CT,9.07,45778.25,10/01/2013,,
06082,CT,7.68,39592.0,10/01/2013,,
06233,CT,5.39,27219.5,09/30/2013,,
06237,CT,7.2,37117.5,09/30/2013,,
06851,CT,6.48,32238.0,09/30/2013,,
06798,CT,9.18,35801.0,09/27/2013,,
06424,CT,5.88,25500.0,09/27/2013,,
06033,CT,4.9,19845.0,09/27/2013,,
06443,CT,7.0,26475.0,09/27/2013,,
06524,CT,9.81,42673.5,09/27/2013,,
06412,CT,6.0,33000.0,09/27/2013,,
06385,CT,8.0,32640.0,09/27/2013,,
06422,CT,11.0,38500.0,09/27/2013,,
06084,CT,11.04,44173.0,09/27/2013,,
06480,CT,5.39,19458.0,09/27/2013,,
06480,CT,10.0,48370.0,09/27/2013,,
06250,CT,11.27,55506.0,09/27/2013,,
06513,CT,2.94,16258.2,09/26/2013,,
06489,CT,9.5,38000.46,09/26/2013,,
06069,CT,10.14,52595.0,09/25/2013,,
06525,CT,5.0,19250.0,09/25/2013,,
06422,CT,11.0,38500.0,09/25/2013,,
06422,CT,11.0,38500.0,09/25/2013,,
06422,CT,9.5,33250.0,09/25/2013,,
06484,CT,10.0,39000.0,09/25/2013,,
06412,CT,7.85,33971.4,09/24/2013,,
06514,CT,3.64,17509.0,09/24/2013,,
06032,CT,9.25,37849.5,09/24/2013,,
06238,CT,7.28,33633.6,09/24/2013,,
06238,CT,5.5,24265.0,09/24/2013,,
06795,CT,7.25,32462.49,09/24/2013,,
06443,CT,6.5,26322.0,09/24/2013,,
06480,CT,6.86,28880.0,09/24/2013,,
06480,CT,11.03,40685.0,09/24/2013,,
06237,CT,11.39,57191.0,09/24/2013,,
06480,CT,7.75,27418.0,09/24/2013,,
06480,CT,2.21,9063.0,09/24/2013,,
06118,CT,5.39,27219.5,09/23/2013,,
06095,CT,10.29,51964.5,09/23/2013,,
06111,CT,3.43,17321.5,09/23/2013,,
06042,CT,3.52,17776.0,09/23/2013,,
06790,CT,6.86,34643.0,09/23/2013,,
06479,CT,8.5,35300.0,09/20/2013,,
06704,CT,9.5,39570.0,09/20/2013,,
06330,CT,7.92,35200.0,09/20/2013,,
06032,CT,11.04,48024.0,09/20/2013,,
06010,CT,7.8,33150.0,09/19/2013,,
06880,CT,5.2,19032.0,09/19/2013,,
06071,CT,7.92,34197.0,09/19/2013,,
06443,CT,5.7,28215.0,09/19/2013,,
06095,CT,3.84,20198.4,09/19/2013,,
06437,CT,3.99,17987.55,09/19/2013,,
06093,CT,8.55,36765.0,09/19/2013,,
06084,CT,6.96,39950.4,09/19/2013,,
06754,CT,9.0,45000.0,09/18/2013,,
06238,CT,7.5,29025.0,09/17/2013,,
06415,CT,4.83,32243.0,09/17/2013,,
06615,CT,6.12,31674.6,09/16/2013,,
06479,CT,8.67,39903.0,09/13/2013,,
06250,CT,3.84,14400.0,09/13/2013,,
06268,CT,3.84,14131.2,09/13/2013,,
06250,CT,6.72,22810.37,09/13/2013,,
06238,CT,8.32,30950.4,09/13/2013,,
06238,CT,7.54,28049.0,09/12/2013,,
06469,CT,5.89,32760.0,09/12/2013,,
06226,CT,3.6,13248.0,09/11/2013,,
06498,CT,6.9,34224.0,09/11/2013,,
06382,CT,9.88,33987.0,09/11/2013,,
06611,CT,8.48,37312.0,09/11/2013,,
06525,CT,11.03,44254.0,09/11/2013,,
06238,CT,7.75,26892.5,09/11/2013,,
06524,CT,7.85,49050.0,09/11/2013,,
06250,CT,4.5,22185.0,09/11/2013,,
06107,CT,5.87,22873.0,09/11/2013,,
06069,CT,7.5,36150.0,09/11/2013,,
06890,CT,8.09,42012.5,09/11/2013,,
06880,CT,4.08,14157.6,09/11/2013,,
06238,CT,10.4,38688.0,09/10/2013,,
06250,CT,7.68,26419.0,09/10/2013,,
06238,CT,3.92,17932.69,09/10/2013,,
06524,CT,10.5,60560.0,09/10/2013,,
06412,CT,5.5,25000.0,09/10/2013,,
06412,CT,8.0,31200.0,09/10/2013,,
06524,CT,9.81,55414.0,09/10/2013,,
06238,CT,6.24,23212.79,09/10/2013,,
06250,CT,3.84,14131.2,09/10/2013,,
06422,CT,6.0,23520.0,09/10/2013,,
06422,CT,11.0,38500.0,09/10/2013,,
06422,CT,11.0,47250.0,09/10/2013,,
06422,CT,7.75,27125.0,09/10/2013,,
06422,CT,5.87,20527.0,09/10/2013,,
06422,CT,6.75,23625.0,09/10/2013,,
06422,CT,11.0,38500.0,09/10/2013,,
06824,CT,9.07,31916.58,09/10/2013,,
06422,CT,8.5,29400.0,09/10/2013,,
06032,CT,10.71,39679.7,09/10/2013,,
06880,CT,6.5,23837.5,09/10/2013,,
06880,CT,5.76,19987.2,09/10/2013,,
06801,CT,6.5,28122.5,09/10/2013,,
06708,CT,4.5,21233.8,09/10/2013,,
06804,CT,10.2,34133.0,09/10/2013,,
06095,CT,5.25,26260.0,09/10/2013,,
06824,CT,11.0,42900.0,09/10/2013,,
06516,CT,3.84,18588.4,09/10/2013,,
06457,CT,4.23,20940.0,09/10/2013,,
06238,CT,8.25,23890.83,09/10/2013,,
06517,CT,3.01,15200.5,09/09/2013,,
06422,CT,11.0,38500.0,09/09/2013,,
06896,CT,8.58,43305.75,09/09/2013,,
06238,CT,5.0,18600.0,09/03/2013,,
06524,CT,7.19,44653.6,09/03/2013,,
06238,CT,7.5,26775.0,09/03/2013,,
06824,CT,9.56,34670.74,09/03/2013,,
06415,CT,7.02,29279.47,09/03/2013,,
06422,CT,10.75,42000.0,09/03/2013,,
06441,CT,10.97,47300.0,08/28/2013,,
06605,CT,6.37,22250.0,08/28/2013,,
06422,CT,11.48,40163.0,08/28/2013,,
06475,CT,6.36,33184.0,08/28/2013,,
06798,CT,6.36,29402.0,08/28/2013,,
06226,CT,3.12,11980.8,08/28/2013,,
06422,CT,8.0,28000.0,08/28/2013,,
06605,CT,4.41,16199.0,08/28/2013,,
06412,CT,5.2,22100.0,08/28/2013,,
06268,CT,7.28,27995.2,08/28/2013,,
06824,CT,8.09,32957.0,08/28/2013,,
06878,CT,3.83,15261.0,08/28/2013,,
06076,CT,3.12,17825.0,08/28/2013,,
06807,CT,5.15,22210.0,08/28/2013,,
06110,CT,5.89,30901.51,08/28/2013,,
06422,CT,11.0,41125.0,08/28/2013,,
06422,CT,6.0,21000.0,08/28/2013,,
06422,CT,6.5,22750.0,08/28/2013,,
06824,CT,7.6,26712.74,08/28/2013,,
06422,CT,11.0,38500.0,08/28/2013,,
06880,CT,3.5,13324.8,08/28/2013,,
06109,CT,6.75,27875.0,08/28/2013,,
06281,CT,7.5,23943.0,08/28/2013,,
06258,CT,5.04,25074.0,08/28/2013,,
06260,CT,6.48,32238.0,08/28/2013,,
06422,CT,11.0,39375.0,08/27/2013,,
06422,CT,10.75,44625.0,08/27/2013,,
06422,CT,9.75,34125.0,08/27/2013,,
06422,CT,9.0,34650.0,08/27/2013,,
06033,CT,8.33,42066.5,08/26/2013,,
06237,CT,11.03,55676.25,08/26/2013,,
06073,CT,5.39,27219.5,08/26/2013,,
06905,CT,5.88,29694.0,08/26/2013,,
06095,CT,10.08,50148.0,08/26/2013,,
06382,CT,4.9,24745.0,08/23/2013,,
06784,CT,6.37,44705.31,08/22/2013,,
06241,CT,7.04,35552.0,08/22/2013,,
06351,CT,7.92,39402.0,08/22/2013,,
06037,CT,4.94,27318.2,08/21/2013,,
06830,CT,2.45,12372.5,08/21/2013,,
06907,CT,2.7,13609.75,08/21/2013,,
06075,CT,7.48,37213.0,08/21/2013,,
06850,CT,2.88,12288.0,08/21/2013,,
06488,CT,8.16,40596.0,08/21/2013,,
06712,CT,9.0,39780.0,08/15/2013,,
06378,CT,9.25,46250.0,08/15/2013,,
06250,CT,3.12,11980.8,08/14/2013,,
06237,CT,2.5,14915.0,08/14/2013,,
06443,CT,3.92,18295.5,08/14/2013,,
06477,CT,3.75,18225.0,08/14/2013,,
06759,CT,6.7,38392.0,08/14/2013,,
06812,CT,4.16,21840.0,08/14/2013,,
06082,CT,7.68,52224.56,08/14/2013,,
06470,CT,9.36,50706.0,08/14/2013,,
06612,CT,4.32,17064.0,08/14/2013,,
06877,CT,5.56,31106.15,08/14/2013,,
06457,CT,3.0,15329.3,08/14/2013,,
06016,CT,7.5,26250.0,08/14/2013,,
06601,CT,8.0,30000.0,08/14/2013,,
06082,CT,5.87,24750.0,08/13/2013,,
06096,CT,5.5,24750.0,08/13/2013,,
06824,CT,8.58,30161.74,08/13/2013,,
06890,CT,9.56,34613.0,08/12/2013,,
06851,CT,9.8,40670.0,08/08/2013,,
06071,CT,4.42,24442.6,08/06/2013,,
06033,CT,6.48,32238.0,08/06/2013,,
06484,CT,9.6,47760.0,08/06/2013,,
06082,CT,10.4,51740.0,08/05/2013,,
06260,CT,9.68,48158.0,08/05/2013,,
06019,CT,8.54,37149.0,08/02/2013,,
06480,CT,8.82,34045.0,08/02/2013,,
06480,CT,10.54,54594.0,08/02/2013,,
06883,CT,10.32,51342.0,08/01/2013,,
06811,CT,7.8,38805.0,08/01/2013,,
06422,CT,11.0,38500.0,07/31/2013,,
06379,CT,7.69,32969.0,07/30/2013,,
06907,CT,5.52,23460.0,07/30/2013,,
06268,CT,8.38,39437.25,07/30/2013,,
06040,CT,10.0,35000.0,07/30/2013,,
06033,CT,5.76,25500.0,07/30/2013,,
06422,CT,11.0,39375.0,07/30/2013,,
06422,CT,6.5,22750.0,07/30/2013,,
06422,CT,7.5,28876.0,07/30/2013,,
06422,CT,11.0,38500.0,07/30/2013,,
06254,CT,7.28,35236.0,07/30/2013,,
06422,CT,6.5,26950.0,07/30/2013,,
06422,CT,11.0,38500.0,07/30/2013,,
06804,CT,10.46,56092.22,07/30/2013,,
06489,CT,10.92,47685.0,07/30/2013,,
06480,CT,5.39,19458.0,07/30/2013,,
06260,CT,10.05,27900.0,07/30/2013,,
06776,CT,10.56,52536.0,07/29/2013,,
